-1.163156E-05	-1.532418E-06	-4.377648E-06	-1.48831E-05	-1.413244E-05	-8.392641E-06	-3.377825E-06	-1.201535E-05	1.827222E-06	1.718834E-07	-2.920165E-05	-1.562788E-05	6.605092E-06	7.783994E-06	1.302008E-05	1.415719E-05
-1.163156E-05	-1.532418E-06	-4.377648E-06	-1.48831E-05	-1.413244E-05	-8.392641E-06	-3.377825E-06	-1.201535E-05	1.827222E-06	1.718834E-07	-2.920165E-05	-1.562788E-05	6.605092E-06	7.783994E-06	1.302008E-05	1.415719E-05
-1.205701E-05	-1.509756E-06	-3.231581E-06	-1.42248E-05	-1.410651E-05	-8.937117E-06	-2.773467E-06	-9.94209E-06	2.13634E-06	9.901951E-07	-2.945601E-05	-1.90848E-05	5.767406E-06	7.835542E-06	1.03558E-05	1.573498E-05
-1.205701E-05	-1.509756E-06	-3.231581E-06	-1.42248E-05	-1.410651E-05	-8.937117E-06	-2.773467E-06	-9.94209E-06	2.13634E-06	9.901951E-07	-2.945601E-05	-1.90848E-05	5.767406E-06	7.835542E-06	1.03558E-05	1.573498E-05
-1.151083E-05	-1.762541E-06	-1.872988E-06	-1.282472E-05	-1.408072E-05	-9.462521E-06	-1.762696E-06	-8.918448E-06	2.210933E-06	2.095572E-06	-3.10903E-05	-2.129528E-05	7.581513E-06	5.641103E-06	5.773899E-06	1.686848E-05
-1.151083E-05	-1.762541E-06	-1.872988E-06	-1.282472E-05	-1.408072E-05	-9.462521E-06	-1.762696E-06	-8.918448E-06	2.210933E-06	2.095572E-06	-3.10903E-05	-2.129528E-05	7.581513E-06	5.641103E-06	5.773899E-06	1.686848E-05
-1.05323E-05	-2.076033E-06	-1.079931E-06	-1.12822E-05	-1.457638E-05	-9.286606E-06	-1.248764E-06	-9.422445E-06	1.134718E-06	1.158123E-06	-3.135362E-05	-2.0577E-05	8.893207E-06	4.246349E-06	3.873519E-06	1.42634E-05
-1.05323E-05	-2.076033E-06	-1.079931E-06	-1.12822E-05	-1.457638E-05	-9.286606E-06	-1.248764E-06	-9.422445E-06	1.134718E-06	1.158123E-06	-3.135362E-05	-2.0577E-05	8.893207E-06	4.246349E-06	3.873519E-06	1.42634E-05
-1.050475E-05	-2.431121E-06	-6.186578E-07	-1.009041E-05	-1.571464E-05	-8.533189E-06	-2.85288E-07	-9.902202E-06	-9.737604E-07	-7.48075E-07	-3.041289E-05	-1.987012E-05	8.470318E-06	4.390176E-06	4.465552E-06	1.079197E-05
-1.050475E-05	-2.431121E-06	-6.186578E-07	-1.009041E-05	-1.571464E-05	-8.533189E-06	-2.85288E-07	-9.902202E-06	-9.737604E-07	-7.48075E-07	-3.041289E-05	-1.987012E-05	8.470318E-06	4.390176E-06	4.465552E-06	1.079197E-05
-1.152475E-05	-2.668543E-06	-7.32188E-07	-1.00429E-05	-1.674173E-05	-7.684501E-06	1.256301E-06	-1.073617E-05	-2.090365E-06	-6.593079E-07	-3.063977E-05	-1.816601E-05	9.307083E-06	4.899796E-06	5.429128E-06	9.058692E-06
-1.152475E-05	-2.668543E-06	-7.32188E-07	-1.00429E-05	-1.674173E-05	-7.684501E-06	1.256301E-06	-1.073617E-05	-2.090365E-06	-6.593079E-07	-3.063977E-05	-1.816601E-05	9.307083E-06	4.899796E-06	5.429128E-06	9.058692E-06
-1.233508E-05	-2.73076E-06	-1.847373E-06	-1.110753E-05	-1.659459E-05	-7.371477E-06	1.597051E-06	-1.289808E-05	-1.242668E-06	7.915671E-07	-3.321774E-05	-1.59665E-05	1.144104E-05	5.308041E-06	6.001278E-06	8.232478E-06
-1.233508E-05	-2.73076E-06	-1.847373E-06	-1.110753E-05	-1.659459E-05	-7.371477E-06	1.597051E-06	-1.289808E-05	-1.242668E-06	7.915671E-07	-3.321774E-05	-1.59665E-05	1.144104E-05	5.308041E-06	6.001278E-06	8.232478E-06
-1.235547E-05	-2.834492E-06	-2.807744E-06	-1.179691E-05	-1.52189E-05	-7.975061E-06	-3.14336E-07	-1.409857E-05	-1.431531E-06	2.867512E-06	-3.520603E-05	-1.62734E-05	1.145235E-05	5.114352E-06	5.241865E-06	9.3448E-06
-1.235547E-05	-2.834492E-06	-2.807744E-06	-1.179691E-05	-1.52189E-05	-7.975061E-06	-3.14336E-07	-1.409857E-05	-1.431531E-06	2.867512E-06	-3.520603E-05	-1.62734E-05	1.145235E-05	5.114352E-06	5.241865E-06	9.3448E-06
-1.172895E-05	-3.111802E-06	-2.503488E-06	-1.145908E-05	-1.417521E-05	-8.089712E-06	-2.761478E-06	-1.356875E-05	-4.160669E-06	6.032641E-06	-3.537002E-05	-1.85053E-05	9.424512E-06	6.086146E-06	3.957953E-06	1.096538E-05
-1.172895E-05	-3.111802E-06	-2.503488E-06	-1.145908E-05	-1.417521E-05	-8.089712E-06	-2.761478E-06	-1.356875E-05	-4.160669E-06	6.032641E-06	-3.537002E-05	-1.85053E-05	9.424512E-06	6.086146E-06	3.957953E-06	1.096538E-05
-1.072209E-05	-3.821797E-06	-1.203774E-06	-1.063869E-05	-1.470717E-05	-6.85982E-06	-3.682375E-06	-1.333823E-05	-6.388785E-06	8.002001E-06	-3.370186E-05	-2.044388E-05	7.139413E-06	7.499882E-06	3.853556E-06	1.140969E-05
-1.072209E-05	-3.821797E-06	-1.203774E-06	-1.063869E-05	-1.470717E-05	-6.85982E-06	-3.682375E-06	-1.333823E-05	-6.388785E-06	8.002001E-06	-3.370186E-05	-2.044388E-05	7.139413E-06	7.499882E-06	3.853556E-06	1.140969E-05
-9.75261E-06	-5.351827E-06	2.459448E-07	-9.662568E-06	-1.596357E-05	-6.295228E-06	-3.663512E-06	-1.388407E-05	-6.133348E-06	8.40841E-06	-3.213271E-05	-2.084105E-05	7.318616E-06	8.463133E-06	5.557217E-06	1.068557E-05
-9.75261E-06	-5.351827E-06	2.459448E-07	-9.662568E-06	-1.596357E-05	-6.295228E-06	-3.663512E-06	-1.388407E-05	-6.133348E-06	8.40841E-06	-3.213271E-05	-2.084105E-05	7.318616E-06	8.463133E-06	5.557217E-06	1.068557E-05
